rating,tel,name,url,price,hours,address,holiday
Bib Gourmand,TEL03-3470-0289,Lucky,n/a,"PriceDinner = carte &yen4;,000-6,000Seat charge = &yen540;","Opening hours, last ordersDinner = 18:00-22:00 (L.O.)","3-7-4 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6416-3604,Risottocurry Standard,URLhttp://www.risottocurry.com,"PriceDinner = carte &yen2;,000-3,500Seat charge = &yen324;","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00Friday 18:00-1:00 L.O.24:00weekends 17:00-24:00 L.O.23:00","B1F, Sakuragaoka Bldg, 16-8 Sakuragaokacho, Shibuya-ku, Tokyo",n/a
one star,TEL03-6434-7080,Le Sputnik,URLhttp://le-sputnik.jp/,"PriceLunch = menu &yen6;,480Dinner = menu &yen10;,800-16,200Service charge = 10%","Opening hours, last ordersLunch = 12:00-15:30 L.O.13:00Dinner = 18:00-23:00 L.O.20:30","7-9-9 Roppongi, Minato-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3797-3837,Le Bouton,n/a,"PriceDinner = carte &yen4;,000-6,000","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","2-15-1 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and 1st & 3rd Monday of the month
one star,TEL03-6421-3839,Le Moment,URLhttps://www.le-moment.jp/,"PriceLunch = menu &yen3;,888-8,640Dinner = menu &yen8;,100-16,200Service charge = 10%","Opening hours, last ordersLunch = 11:30-13:30 (L.O.)Dinner = 18:00-21:00 (L.O.)","1-34-14 Kakinokizaka, Meguro-ku, Tokyo",Annual and weekly closingClosed Thursday except Public Holidays
Bib Gourmand,TEL03-6435-7305,Les Pif et Dodine,n/a,"PriceLunch = carte &yen1;,000Dinner = carte &yen3;,000-5,000Seat charge = &yen540;","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00Dinner = 18:00-23:30 L.O.22:30","1-23-6 Hamamatsucho, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-5388-8178,Ryukoshuka (Long Kou Jiu Jia),n/a,"PriceLunch = carte &yen880-2;,500Dinner = menu &yen4;,000-6,000","Opening hours, last ordersLunch = 11:30-14:15Dinner = 17:30-21:45","B1F, Golden Center Bldg, 1-3-1 Hatagaya, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6452-2460,Wakan Ishinabe Wakasa,URLhttp://wakasa-ishinabe.com/,"PriceDinner = menu &yen5;,940-12,960carte &yen4;,000-7,000Private room fee = &yen5;,400-10,800Seat charge = &yen540; (Ã  la carte)","Opening hours, last ordersDinner = 17:00-23:30 L.O.22:30","2-3-6 Higashiyama, Meguro-ku, Tokyo",n/a
two stars,TELNone,Higashiazabu Amamoto,URLhttp://higashiazabuamamoto.com,"PriceDinner = menu &yen30;,240","Opening hours, last ordersDinner = 18:00-23:30","1-7-9 Higashiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6804-2846,Aminima,URLhttp://www.aminima.jp,"PriceLunch = menu &yen2;,376Dinner = carte &yen3;,500-5,000","Opening hours, last ordersLunch = Saturday 12:00-15:00 L.O.14:00Dinner = 17:00-23:00 L.O.22:30","2-5-6 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-3841-3022,Amets,n/a,"PriceDinner = carte &yen2;,500-4,500","Opening hours, last ordersDinner = 17:30-23:30 L.O.22:30","1-1-12 Nishiasakusa, Taito-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday) and last Tuesday"
one star,TEL03-6264-5855,Sushi Arai,n/a,"PriceLunch = menu &yen8;,640-27,000Dinner = menu &yen27;,000Private room fee = &yen10;,800","Opening hours, last ordersLunch = 12:00-13:30Dinner = 17:00-23:00","B1F, Ruan Bldg, 8-10-2 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Wednesday and Public Holiday Mondays
one star,TEL03-5221-7788,Kohakukyu (Amber Palace),URLhttp://www.palacehoteltokyo.com,"PriceLunch = menu &yen3;,500-30,000carte &yen6;,000-25,000Dinner = menu &yen7;,600-30,000carte &yen6;,000-25,000Service charge = 10%","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Dinner = 17:30-21:30 (L.O.)","5F, Palace Hotel, 1-1-1 Marunouchi, Chiyoda-ku",n/a
Bib Gourmand,TEL03-5388-9333,Ramen Ichifuku,n/a,"PriceLunch = carte &yen680-1;,500","Opening hours, last ordersLunch = 11:30-15:00 or when the dayâ€™s stock runs out","1F, Koizumi Bldg, 2-17-14 Honmachi, Shibuya-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-3572-0955,Ginza Iwa,n/a,"PriceLunch = menu &yen4;,860-27,000Dinner = menu &yen27;,000","Opening hours, last ordersLunch = 12:00-14:00Sunday & Public Holidays 12:00-20:00Dinner = 18:00-22:00","1F, Miura Bldg, 8-4-4 Ginza, Chuo-ku",Annual and weekly closingClosed Monday
one star,TEL03-3571-5252,Tempura Iwai,URLhttp://tempura-iwai.com,"PriceLunch = menu &yen10;,800-16,200Dinner = menu &yen21;,600-27,000","Opening hours, last ordersLunch = 12:00-14:00Dinner = 18:00-22:00","6F, Ginza 745 Bldg, 7-4-5 Ginza, Chuo-ku","Annual and weekly closingClosed Sunday, Monday and Public Holidays"
Bib Gourmand,TEL03-3485-1555,Utsura Utsura,n/a,"PriceDinner = menu &yen3;,780carte &yen3;,000-5,000Seat charge = &yen1;,080 (carte)","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","1F, Villa Shoto, 2-14-5 Shoto, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-5225-3808,EstaciÃ_n,n/a,"PriceDinner = menu &yen4;,500carte &yen4;,000-5,000Seat charge = &yen500;","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","1F, Casa Piccola Kagurazaka, 3-6 Kagurazaka, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-6804-5942,L'Orgueil,URLhttp://www.orgueil.net,"PriceLunch = menu &yen7;,344Dinner = menu &yen11;,340","Opening hours, last ordersLunch = 12:00-15:30 L.O.13:00Dinner = 18:00-23:00 L.O.19:30","2F, Oriental Minamiaoyama, 4-3-23 Minamiaoyama, Minato-ku, Tokyo",n/a
Bib Gourmand,TEL03-5577-3644,Kagawa Ippuku,n/a,"PriceLunch/Dinner = carte &yen430-1;,200","Opening hours, last ordersLunch/Dinner = 11:00-20:00 or when the dayâ€™s stock runs out","1F, Tokyo Royal Plaza, 1-18-11 Uchikanda, Chiyoda-ku, Tokyo",Annual and weekly closingClosed 1st Monday and Sunday
Bib Gourmand,TEL03-6722-0977,Yakitori Kato,n/a,"PriceDinner = menu &yen3;,780-5,400carte &yen3;,000-5,000","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:30","2F, Toyoda Bldg, 3-3-2 Mita, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and 3rd Monday of the month
Bib Gourmand,TEL03-4291-3303,Hamacho Kaneko,n/a,"PriceLunch = carte &yen900-4;,000Dinner = carte &yen900-4;,000","Opening hours, last ordersLunch = Tuesday-Saturday 11:30-14:00 (L.O.)Dinner = Monday-Friday 17:30-21:00 (L.O.)","3-7-3 Nihombashi-hamacho, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3502-5133,Shimbashi Kamata,n/a,"PriceDinner = menu &yen3;,780carte &yen3;,000-4,000Seat charge = &yen648; (carte)","Opening hours, last ordersDinner = 17:00-23:30 L.O.23:00","2-11-5 Shimbashi, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6228-5567,Cantina Siciliana,URLhttp://www.cantinasiciliana.jp/ginza6,"PriceLunch = menu &yen1;,100-10,000carte &yen3;,000-4,000Dinner = carte &yen4;,000-6,000Seat charge = &yen300; (Ã  la carte)","Opening hours, last ordersLunch = Tuesday-Sunday 11:30-14:00 (L.O.)Dinner = Monday-Thursday & Saturday 17:00-2:00 (L.O.)Friday 17:30-2:00 (L.O.)Public Holidays 17:30-21:30 (L.O.) Closed Sunday","6-2-6 Ginza, Chuo-ku",n/a
Bib Gourmand,TEL03-6265-3778,Kisaiya Hide,n/a,"PriceDinner = menu &yen5;,400carte &yen4;,000-8,000Seat charge = &yen540; (Ã  la carte)","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:30","6-23 Kagurazaka, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-5842-1433,Sobakokoro Kyoshin,n/a,"PriceLunch = menu &yen1;,200-1,400carte &yen750-1;,600Dinner = menu &yen3;,500carte &yen750-3;,000","Opening hours, last ordersLunch = 11:00-15:00 L.O.14:30 or when the dayâ€™s stock runs outDinner = 17:30-22:00 L.O.21:00 or when the dayâ€™s stock runs out","2-11-10 Nezu, Bunkyo-ku",Annual and weekly closingClosed Thursday except Public Holidays
one star,TEL03-6277-5813,Craftale,URLhttps://www.craftale-tokyo.com/,"PriceLunch = menu &yen7;,560Dinner = menu &yen7;,560Service charge = 10%","Opening hours, last ordersLunch = 11:30-12:30 (L.O.)Dinner = 18:00-20:30 (L.O.)","2F, Ambidex Bldg, 1-16-11 Aobadai, Meguro-ku, Tokyo",Annual and weekly closingClosed Wednesday and 2nd & 4th Tuesday of the month
Bib Gourmand,TEL03-3863-7117,Motenashi Kuroki,n/a,"PriceLunch = carte &yen1;,000-1,600Dinner = carte &yen1;,000-1,600","Opening hours, last ordersLunch = 11:30-15:00Dinner = 18:00-21:00 except Wednesday","2-15 Kandaizumicho, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-6427-7189,Kurosaki,n/a,"PriceDinner = menu &yen22;,680","Opening hours, last ordersDinner = 18:00-20:30, 21:00-23:30Sunday & Public Holidays 17:00-19:30, 20:00-22:30","1-5-9 Shibuya, Shibuya-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-3486-0118,Kogaiken,n/a,"PriceLunch = menu &yen1;,000-1,800carte &yen2;,000-4,000Dinner = menu &yen2;,000-4,500carte &yen2;,000-4,000","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30Dinner = 17:30-23:00 L.O.22:00","4-6-5 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Monday except Public Holidays
Bib Gourmand,TEL03-3315-1575,Komatsu,URLhttp://www.geocities.jp/unagi_komatsu,"PriceLunch = menu &yen10;,800-18,684carte &yen4;,700-10,000Dinner = menu &yen10;,800-18,684carte &yen4;,700-10,000","Opening hours, last ordersLunch = 11:30-14:00Dinner = 17:00-21:00 L.O.20:00","3-62-3 Wada, Suginami-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday) and 2nd Tuesday"
Bib Gourmand,TEL03-3314-4488,Sanukiya,URLhttp://www.koenji-sanukiya.com,"PriceDinner = menu &yen3;,900-7,200carte &yen3;,000-8,000","Opening hours, last ordersDinner = 18:00-23:00 L.O.22:30","4-38-7 Koenjiminami, Suginami-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-6721-7110,Ciel et Sol,URLhttp://www.tokinomori-nara.jp/,"PriceLunch = menu &yen3;,240-9,720Dinner = menu &yen6;,480-16,200Service charge = 10%","Opening hours, last ordersLunch = Wednesday-Sunday 12:00-13:30 (L.O.)Dinner = 18:00-20:30 (L.O.)","2F, Tokinomori, 5-17-10 Shirokanedai, Minato-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-5566-9355,Menya Shichisai,n/a,"PriceLunch = carte &yen820-1;,500Dinner = carte &yen820-1;,500","Opening hours, last ordersLunch = 11:00-15:30 (L.O.)weekends 11:00-21:00 (L.O.)Dinner = 17:30-22:30 (L.O.)","2-13-2 Hacchobori, Chuo-ku, Tokyo",Annual and weekly closingClosed 3rd Tuesday
Bib Gourmand,TEL03-3971-2944,Mendokoro Shinohara,n/a,"PriceLunch = carte &yen850-1;,500Dinner = carte &yen850-1;,500","Opening hours, last ordersLunch = 11:30-14:30 or when the dayâ€™s stock runs outDinner = weekdays 18:30-21:00 or when the dayâ€™s stock runs outweekends 18:00-21:00","3-1-4 Ikebukuro, Toshima-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-5356-7166,Asagaya Juzo,URLhttp://jyuzo.jp,"PriceDinner = menu &yen5;,000-8,000","Opening hours, last ordersDinner = 18:00-23:00 (L.O.) or when the dayâ€™s stock runs out","2-4-2 Asagayakita, Suginami-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-5927-1606,Mejiro Shunkotei,URLhttp://www.shunkoutei.com/mejiro/,"PriceLunch = menu &yen1;,296-5,400Dinner = menu &yen5;,400-12,960carte &yen3;,000-8,000","Opening hours, last ordersLunch = 11:00-15:00 L.O.14:00Dinner = 17:00-23:00 L.O.22:00Sunday & Public Holidays 17:00-22:00 L.O.21:30","2F, Trad Mejiro, 2-39-1 Mejiro, Toshima-ku, Tokyo",Annual and weekly closingClosed Monday except Public Holidays
one star,TEL03-6721-0086,Nogizaka Shin,URLhttp://www.nogi-s.com,"PriceLunch = menu &yen7;,560-14,040Dinner = menu &yen14;,040-19,440Service charge = 10%Private room fee less than 4 persons = &yen16;,200","Opening hours, last ordersLunch = 12:00-13:30 (L.O.)Dinner = 18:00-21:30 (L.O.)","8-11-19 Akasaka, Minato-ku, Tokyo",n/a
one star,TEL03-3669-3855,Nihombashi-kakigaracho Sugita,n/a,"PriceLunch = menu &yen21;,600Dinner = menu &yen21;,600Service charge = 10%","Opening hours, last ordersLunch = Sunday 12:00-12:30 (L.O.)Dinner = 17:30-22:00 (L.O.)weekends 17:00-22:00 (L.O.)","B1F, View Heights Nihombashi, 1-33-6 Nihombashi-kakigaracho, Chuo-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-5356-6996,Ramen Sugimoto,n/a,"PriceLunch = carte &yen750-1;,500Dinner = carte &yen750-1;,500","Opening hours, last ordersLunch = 11:30-15:00 or when the dayâ€™s stock runs outDinner = Wednesday-Sunday 18:00-21:00 or when the dayâ€™s stock runs out","4-2-3 Saginomiya, Nakano-ku, Tokyo","Annual and weekly closingClosed Tuesday (unless Public Holiday, then Wednesday)"
one star,TEL03-5570-9888,Sublime,URLhttp://www.sublime.tokyo,"PriceLunch = menu &yen4;,860-12,960Dinner = menu &yen12;,960Service charge = 10%Private room fee less than 5 persons = &yen5;,400-10,800 (lunch)Private room fee less than 5 persons = &yen10;,800-21,600 (dinner)","Opening hours, last ordersLunch = 12:00-13:00 (L.O.)Dinner = 18:00-20:00 (L.O.)Sunday 18:00-19:30 (L.O.)","1F, Annex Azabujuban, 3-3-9 Higashiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6902-0980,Sumibiyakitori Zocalo,n/a,"PriceLunch = carte &yen1;,000-1,400Dinner = menu &yen2;,700carte &yen2;,000-3,000","Opening hours, last ordersLunch = Friday 11:30-13:00 or when the dayâ€™s stock runs outDinner = 18:00-23:00 (L.O.)Saturday 18:00-22:30 (L.O.)","2-11-20 Otowa, Bunkyo-ku, Tokyo",Annual and weekly closingClosed Sunday and 2nd & 4th Monday of the month
Bib Gourmand,TEL03-3351-1776,Shuko Takigiya,n/a,"PriceDinner = menu &yen3;,240-5,400carte &yen2;,000-3,000Seat charge = &yen324; (Ã  lacarte)","Opening hours, last ordersDinner = 17:00-23:00 L.O.22:30","1F, Ando Bldg, 7 Arakicho, Shinjuku-ku","Annual and weekly closingClosed Sunday, Public Holidays and 1st & 3rd Saturday of the month"
one star,TEL03-6455-3822,Tacubo,URLhttp://tacubo.com,"PriceLunch = menu &yen10;,260-12,960Dinner = menu &yen10;,260-12,960Seat charge = &yen864; (counter), &yen1;,080 (private room)","Opening hours, last ordersLunch = Wednesday, Saturday & Public Holidays 12:00-15:30 L.O.13:00Dinner = 18:00-1:00 L.O.23:00","1F, Rangus Daikanyama, 2-13-16 Ebisunishi, Shibuya-ku, Tokyo","Annual and weekly closingClosed Sunday except before a Public Holiday, and Public Holiday Mondays"
Bib Gourmand,TEL03-3983-1103,Takemasa,n/a,"PriceDinner = menu &yen6;,000-10,000carte &yen4;,000-6,000Seat charge = &yen540;","Opening hours, last ordersDinner = 17:30-24:00 L.O.23:00","3-35-7 minamiotsuka, Toshima-ku",Annual and weekly closingClosed Sunday and Monday
Bib Gourmand,TEL03-6435-4722,T'Astous,URLhttp://tastous.jp,"PriceLunch = menu &yen1;,836-4,860Dinner = menu &yen5;,292-9,180carte &yen4;,000-6,000Seat charge = &yen540; (dinner)","Opening hours, last ordersLunch = Tuesday-Saturday 11:30-15:00 L.O.13:30Dinner = 18:00-23:00 L.O.22:00","2-5-21 Minamiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-5809-0134,Nezu Nihonshu Tada,n/a,"PriceDinner = menu &yen4;,212-4,860carte &yen3;,000-5,000Seat charge = &yen734;","Opening hours, last ordersDinner = 18:00-23:30weekends 15:30-22:00","2-15-12 Nezu, Bunkyo-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-3272-7160,Dhaba India,URLhttp://www.dhabaindia.com,"PriceLunch = carte &yen850-1;,250weekends &yen1;,700-4,000Dinner = carte &yen3;,000-4,000","Opening hours, last ordersLunch = 11:15-15:00 L.O.14:30weekends 12:00-15:00 L.O.14:30Dinner = 17:00-23:00 L.O.22:00weekends 17:00-22:00 L.O.21:00","2-7-9 Yaesu, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-5834-8891,Terusumi,n/a,"PriceDinner = menu &yen2;,700-3,780carte &yen2;,000-3,000Seat charge = &yen540;","Opening hours, last ordersDinner = 18:00-24 :00","1-1-21-101 Nezu, Bunkyo-ku, Tokyo",Annual and weekly closingClosed Thursday and 2nd & 3rd Wednesday of the month
Bib Gourmand,TEL03-6455-3859,Toriyoshi,URLhttp://www.toriyoshi-ebisu.jp,"PriceDinner = carte &yen4;,000-6,000Seat charge = &yen432;","Opening hours, last ordersDinner = 17:30-23:30 L.O.23:00Sunday & Public Holidaysã€€17:00-23:00 L.O.22:30","2F, M-Road Toda, 1-8-13 Ebisunishi, Shibuya-ku, Tokyo",n/a
one star,TEL03-5246-4056,Nabeno-Ism,URLhttp://nabeno-ism.tokyo/,"PriceLunch = menu &yen10;,000Dinner = menu &yen20;,000Service charge = 10%","Opening hours, last ordersLunch = 12:00-15:00 L.O.13:30Dinner = Tuesday-Saturday 18:00-23:00 L.O.21:00","2-1-17 Komagata, Taito-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6380-3823,Tonkatsu Narikura,n/a,"PriceLunch = carte &yen1;,300-3,900Dinner = carte &yen1;,600-3,900","Opening hours, last ordersLunch = 11:00-13:30 (L.O.)Dinner = 17:30-20:00 (L.O.)","B1F, Ozawa Bldg, 1-32-11 Takadanobaba, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday and Thursday
one star,TEL03-3573-1144,Harutaka,n/a,"PriceDinner = menu &yen25;,000-35,000","Opening hours, last ordersDinner = 17:00-24:00 L.O.22:00","6F, Ginza Tokiden, 8-3-1 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6661-9811,Fushe (Fuxue),n/a,"PriceLunch = menu Sunday &yen6;,000-9,000carte Tue-Sat &yen820-1;,000Sunday &yen4;,000-6,000Dinner = menu &yen6;,000-9,000carte &yen4;,000-6,000","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 18:00-21:00 (L.O.)","3-5-16 Higashi-nihombashi, Chuo-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6804-1377,BÃ©pocah,URLhttp://www.bepocah.com/ja/,"PriceDinner = menu &yen5;,400-8,640carte &yen4;,000-6,000Seat charge/table &yen500;","Opening hours, last ordersDinner = 18:00-1:00 L.O.23:30Saturday 17:00-24:00 L.O.23:00","2-17-6 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-5537-6091,Bar de EspaÃ±a Pero,URLhttp://www.spain-bar.jp/pero,"PriceLunch = menu &yen1;,300-2,500Dinner = carte &yen3;,000-5,000Seat charge = &yen350; (dinner)","Opening hours, last ordersLunch = Sunday 11:30-14:30 L.O.14:00Dinner = 17:30-2:30 L.O.2:00Sunday & Public Holidays 16:30-22:30 L.O.21:30","6-3-12 Ginza, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-5456-4512,Potsura Potsura,URLhttp://www.poturapotura.com,"PriceDinner = menu &yen3;,780-4,860carte &yen3;,500-5,000Seat charge = &yen1;,080 (Ã  la carte)","Opening hours, last ordersDinner = 18:00-24:00 L.O.23:00","1F, Horiuchi Bldg, 22-11 Maruyamacho, Shibuya-ku, Tokyo",n/a
one star,TEL03-5414-3723,Ristorante Honda,URLhttp://www.ristorantehonda.jp,"PriceLunch = carte &yen3;,780-7,560Dinner = carte &yen9;,180-16,200Service charge = 10%","Opening hours, last ordersLunch = 12:00-14:00 (L.O.)Dinner = 18:00-22:00 (L.O.)","2-12-35 Kitaaoyama, Minato-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-3631-0109,Chanko Masuiyama,n/a,"PriceDinner = menu &yen4;,320-7,560carte &yen4;,000-7,000Seat charge = &yen540;","Opening hours, last ordersDinner = 17:00-22:30 L.O.20:30weekends 17:00-22:00 L.O.20:30","3-2-12 Chitose, Sumida-ku, Tokyo",Annual and weekly closingClosed Monday except the month of grand sumo tournament in Tokyo
two stars,TEL03-6805-0058,Oryori Miyasaka,n/a,"PriceDinner = menu &yen24;,840Service charge = 10%","Opening hours, last ordersDinner = 18:00-20:00 (L.O.)","B1F, 4-26-12 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
Bib Gourmand,TEL03-6458-6200,Ramen Yamaguchi Ratsushiki,URLhttp://www.ramen-yamaguchi.com,"PriceLunch = carte &yen780-1;,500Dinner =carte &yen780-1;,500","Opening hours, last ordersLunch = 11:30-15:00 (L.O.)Dinner = 17:30-21:00 (L.O.)","4-6-3 Toyo, Koto-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6407-0217,Yui Fei,URLhttp://yuifei.jimdo.com,"PriceLunch = menu &yen1;,300-2,500Dinner = menu &yen7;,500carte &yen4;,000-6,000","Opening hours, last ordersLunch = weekdays 11:30-14:00 (L.O.)weekends 12:00-14:00 (L.O.)Dinner = weekdays 17:00-22:00 (L.O.)weekends 18:00-22:00 (L.O.)","1F, LA Bldg, 1-17-14 Uehara, Shibuya-ku, Tokyo",Annual and weekly closingClosed Wednesday and 2nd Tuesday
Bib Gourmand,TEL03-3567-5656,La Bettola da Ochiai,URLhttp://www.la-bettola.co.jp,"PriceLunch = menu &yen1;,296-3,024Dinner = menu &yen4;,104Private room fee = &yen3;,240-10,800","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 18:30-22:00 (L.O.)Saturday & Public Holidays 18:00-21:30 (L.O.)","1-21-2 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and 1st & 3rd Monday of the month
Bib Gourmand,TEL03-6276-9938,La Maison Courtine,URLhttp://www.courtine.jp,"PriceLunch = menu &yen2;,600-5,000Dinner = menu &yen4;,300-8,200","Opening hours, last ordersLunch = 11:30-15:00 L.O.13:30Dinner = 18:00-23:00 L.O.21:00","3-37-10 Asagayaminami, Suginami-ku, Tokyo",Annual and weekly closingClosed Tuesday and 1st & 2nd Wednesday of the month
one star,TEL03-3712-1519,Ryo,URLhttp://ryo-eel-sake.therestaurant.jp,"PriceDinner = menu &yen15;,600","Opening hours, last ordersDinner = 18:00-20:30 (L.O.)","2F, 1-9-11 Higashiyama, Meguro-ku, Tokyo",n/a
Bib Gourmand,TEL03-5284-7734,Shunno Omomuki Rin,URLhttp://www001.upp.so-net.ne.jp/rin1010/index.html,"PriceDinner = menu &yen4;,000-8,000carte &yen3;,000-5,000Seat charge = &yen300; (Ã  la carte)","Opening hours, last ordersDinner = 16:00-23:30 L.O.22:30","2-3-7 Senjuazuma, Adachi-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3567-0188,Rin,n/a,"PriceDinner = menu &yen3;,500-7,000carte &yen2;,500-5,000 except weekdays","Opening hours, last ordersDinner = 18:00-23:00 L.O.22:00weekends 12:00-21:00 L.O.20:00","B1F, Glass Gate Bldg, 1-19-12 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-6657-9244,Pizzeria Luna e Dolce,URLhttp://www.luna-e-dolce.com,"PriceLunch = carte &yen1;,000-1,300Dinner = menu &yen2;,700-3,780carte &yen1;,500-3,000","Opening hours, last ordersLunch = 11:30-14:30 L.O.14:00Dinner = 17:30-22:00 L.O.21:30Sunday & Public Holidays 17:30-21:30 L.O.21:00","7-1-10 Shibamata, Katsushika-ku","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-3951-1278,Akitaryori GojomeNew entry in the guide,URLhttp://www.geocities.jp/gojome57/,"PriceDinner = carte &yen3;,500-5,000Seat charge = &yen324;","Opening hours, last ordersDinner = 17:00-23:00 L.O.22:00","3-15-25 Shimoochiai, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-3575-5115,ArgileNew entry in the guide,URLhttp://www.argiletokyo.com,"PriceLunch = menu &yen5;,000-7,000Dinner = carte &yen7;,000-9,000Service charge = 10% (dinner)","Opening hours, last ordersLunch = 12:00-13:30 (L.O.)Dinner = 18:00-22:00 (L.O.)","7F, Royal Crystal Ginza, 5-4-6 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Wednesday
one star,TEL03-6228-6182,AzumayaNew entry in the guide,URLhttp://www.azuma-ya.jp,"PriceLunch = menu &yen10;,800-27,000Dinner = menu &yen21;,600-27,000Service charge = 10% (dinner)","Opening hours, last ordersLunch = 12:00-13:00 (L.O.)Dinner = 18:00-21:00 (L.O.)","7F, Naritaya Bldg, 3-7-13 Ginza, Chuo-ku, Tokyo",n/a
Bib Gourmand,TEL03-6416-8241,Atelier FujitaNew entry in the guide,n/a,"PriceDinner = menu &yen4;,300carte &yen3;,500-5,000","Opening hours, last ordersDinner = 17:30-24:00 (L.O.)","2F, Amity Yoyogiuehara, 3-4-3 Nishihara, Shibuya-ku, Tokyo",Annual and weekly closingClosed Sunday except before a Public Holiday
Bib Gourmand,TEL03-6447-5447,Ä‚n ÃêiNew entry in the guide,n/a,"PriceLunch = menu &yen5;,900carte &yen3;,000-5,000Dinner = menu &yen5;,900carte &yen3;,000-5,000Service charge = 10%","Opening hours, last ordersLunch = weekends 12:00-13:30 (L.O.)Dinner = 18:00-23:00 (L.O.)","3-42-12 Jingumae, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
